Id,Year,Post,SDG_0,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16
LBN_67_2012,2012,Prime Minister,0.000996774761006236,0.001268646796233952,0.001050022430717945,0.000572342483792454,0.0018881388241425157,0.0026769035030156374,0.0007487694383598864,0.0008587405900470912,0.0004976269556209445,0.00094697653548792,0.0015386000741273165,0.0011858816724270582,0.0011744070798158646,0.0005388364079408348,0.000965708342846483,0.0011693862034007907,0.9819222688674927
KGZ_67_2012,2012,Head of State,0.001617281581275165,0.00195314665324986,0.0016531794099137187,0.0007712661172263324,0.003461094107478857,0.003439695807173848,0.0009705559932626784,0.0015254374593496323,0.0007532525341957808,0.0012596057495102286,0.002174179535359144,0.001333696418441832,0.001827396685257554,0.0012119229650124907,0.0012269397266209126,0.001498944009654224,0.9733223915100098
NLD_67_2012,2012,Minister for Foreign Affairs,0.0009773146593943238,0.0010593363549560308,0.0007849996909499168,0.0006348342867568135,0.0012369015021249652,0.0028877437580376863,0.0005051447660662234,0.0005847531137987971,0.000418442563386634,0.0005993381491862237,0.0008669376256875694,0.0008381411316804588,0.0010877718450501561,0.00047715529217384756,0.0007438914617523551,0.0009029885986819863,0.9853942394256592
AUS_67_2012,2012,Prime Minister,0.0014613630482926965,0.0033118827268481255,0.0014322438510134816,0.0008296301821246743,0.002662111772224307,0.003409618977457285,0.0006134133436717093,0.0012844110606238246,0.0007997516077011824,0.0013201968977227807,0.0022872397676110268,0.0011045016581192613,0.0019963751547038555,0.00105997733771801,0.001120522036217153,0.001408734591677785,0.9738979935646057
TGO_67_2012,2012,Minister for Foreign Affairs,0.003185511566698551,0.010338539257645607,0.009618802927434444,0.0032200936693698168,0.018140094354748726,0.017512639984488487,0.0043871463276445866,0.006181707140058279,0.0032783460337668657,0.00395499262958765,0.01301148347556591,0.004511714912950993,0.004695333074778318,0.00413104984909296,0.005541806574910879,0.0050437794998288155,0.8832469582557678
MMR_67_2012,2012,President,0.005605623591691256,0.019294988363981247,0.027725685387849808,0.008034697733819485,0.1779341995716095,0.03872622177004814,0.018098728731274605,0.058764319866895676,0.02185753546655178,0.012222078628838062,0.022573325783014297,0.01697399839758873,0.01013793982565403,0.022844625636935234,0.015995623543858528,0.02149745635688305,0.5017129778862
KEN_67_2012,2012,President,0.0009167283424176276,0.0010803173063322902,0.0006151812267489731,0.0004522530944086611,0.0014806275721639395,0.00152832071762532,0.00040764256846159697,0.0005461762775667012,0.0004437441530171782,0.0007739525754004717,0.0009167834068648517,0.0007026909734122455,0.0008904343121685088,0.0003983394708484411,0.000666580512188375,0.000751812884118408,0.9874283671379089
KHM_67_2012,2012,Minister for Foreign Affairs,0.002309595700353384,0.11479490250349045,0.1707785725593567,0.006108797620981932,0.010721517726778984,0.04974097013473511,0.013497047126293182,0.016475578770041466,0.18889008462429047,0.009720061905682087,0.2830815017223358,0.015060598030686378,0.009004560299217701,0.0770655944943428,0.010331268422305584,0.012146039865911007,0.010273301042616367
MDV_67_2012,2012,President,0.0007089546998031437,0.0006534841377288103,0.000469258549856022,0.0003039989387616515,0.0006163644720800221,0.0010081396903842688,0.0002976937685161829,0.0003636347537394613,0.00027896882966160774,0.00038053104071877897,0.0006679677753709257,0.0005501815467141569,0.0006677088094875216,0.0002655724238138646,0.00040855497354641557,0.0005880190874449909,0.9917709827423096
ISR_67_2012,2012,Prime Minister,0.0008097129757516086,0.0006527328514494002,0.0004159729869570583,0.0003804337466135621,0.0010337884305045009,0.0011547623435035348,0.0002858677180483937,0.0004176922666374594,0.0003249556466471404,0.0004845224611926824,0.0007553666364401579,0.0006279417430050671,0.0009032479720190167,0.0003608971310313791,0.0005454915808513761,0.0007333737448789179,0.9901132583618164
